0.4967	-0.5381	4.1287 
1.6830	0.1127	14.2888 
-1.7358	-0.0406	15.0809 
0.2817	-1.6978	29.2230 
-0.8019	-1.7783	34.8374 
0.8387	-1.8116	36.3360 
-2.2877	1.1485	39.3568 
-1.7285	-1.6127	40.9460 
0.2712	-2.3403	55.1385 
-1.1866	2.2634	58.2684 
-2.5386	1.7794	63.8854 
-3.2039	-1.1864	65.4000 
-2.5569	1.8645	67.4512 
2.5445	1.9005	68.4944 
3.7236	0.0598	69.3600 
-3.6912	-0.7250	73.3811 
-2.0120	-2.5220	83.8434 
0.2840	-2.8986	84.4250 
-1.5235	-2.6997	84.4891 
3.5248	1.5598	86.4511 
-3.7992	-1.3434	90.2174 
-4.3344	0.1332	94.1122 
1.8160	-2.9250	102.0445 
3.2708	2.2381	103.5844 
-1.2607	3.1245	105.5745 
3.7308	1.9669	108.2797 
2.4113	2.8462	110.0817 
-3.8653	-1.8985	110.7455 
-3.8873	-1.9677	114.2744 
4.6753	1.2092	123.9119 
1.9628	-3.2593	125.4936 
-4.7482	1.1911	126.9166 
1.1099	3.5175	129.8874 
-0.3103	-3.8099	145.6360 
4.5958	-2.2068	154.3067 
4.9782	1.8417	157.8323 
0.0677	-4.0846	166.8620 
3.8298	-3.1504	172.5859 
-4.9630	-2.2648	174.4526 
-3.2534	-3.5023	175.5839 
4.4819	-2.8625	182.3758 
3.4420	3.6309	191.0693 
-2.1142	-4.1162	191.7767 
0.9913	4.4580	203.6530 
1.5817	-4.6482	228.5633 
2.9738	-4.4042	238.1877 
-5.0374	3.5589	253.5359 
-2.4275	-4.7423	254.3590 
1.1274	4.9961	255.9681 
4.6320	4.3270	294.5064 


-0.8884	0.0236	3.9522 
0.4967	-0.5381	4.1287 
0.1562	-1.1270	12.8222 
1.6830	0.1127	14.2888 
-1.7358	-0.0406	15.0809 
0.1645	1.2819	16.5678 
0.2817	-1.6978	29.2230 
-2.4623	-0.1544	30.5519 
-0.8019	-1.7783	34.8374 
0.8387	-1.8116	36.3360 
-2.2877	1.1485	39.3568 
-1.7285	-1.6127	40.9460 
-3.1198	-0.1931	49.0383 
-0.9269	2.1488	50.4706 
0.2712	-2.3403	55.1385 
-1.1866	2.2634	58.2684 
1.3002	2.2486	59.0126 
-2.5386	1.7794	63.8854 
-3.2039	-1.1864	65.4000 
-2.5569	1.8645	67.4512 
2.5445	1.9005	68.4944 
-3.5243	0.8306	69.0023 
3.7236	0.0598	69.3600 
-3.0387	1.5492	70.1658 
3.2644	-1.3018	70.2288 
-3.6912	-0.7250	73.3811 
-2.0120	-2.5220	83.8434 
0.2840	-2.8986	84.4250 
-1.5235	-2.6997	84.4891 
3.5248	1.5598	86.4511 
-3.7992	-1.3434	90.2174 
-4.3344	0.1332	94.1122 
1.8160	-2.9250	102.0445 
3.2708	2.2381	103.5844 
-1.2607	3.1245	105.5745 
3.7308	1.9669	108.2797 
2.4113	2.8462	110.0817 
-3.8653	-1.8985	110.7455 
-3.8873	-1.9677	114.2744 
4.6753	1.2092	123.9119 
1.9628	-3.2593	125.4936 
-4.7482	1.1911	126.9166 
1.1099	3.5175	129.8874 
-0.3103	-3.8099	145.6360 
4.5958	-2.2068	154.3067 
4.9782	1.8417	157.8323 
0.0677	-4.0846	166.8620 
3.8298	-3.1504	172.5859 
-4.9630	-2.2648	174.4526 
-3.2534	-3.5023	175.5839 


-0.8884	0.0236	3.9522 
0.4967	-0.5381	4.1287 
-1.3757	0.3369	10.5981 
0.1562	-1.1270	12.8222 
0.9117	0.9810	13.7792 
1.6830	0.1127	14.2888 
-1.6809	-0.2204	14.6124 
-1.7358	-0.0406	15.0809 
0.1645	1.2819	16.5678 
2.0305	-0.7823	26.7341 
0.2817	-1.6978	29.2230 
-2.4623	-0.1544	30.5519 
-2.5337	0.3963	33.6691 
-0.8019	-1.7783	34.8374 
0.8387	-1.8116	36.3360 
-2.2877	1.1485	39.3568 
-1.7285	-1.6127	40.9460 
-0.1775	-2.1200	45.1016 
-3.1198	-0.1931	49.0383 
-0.9269	2.1488	50.4706 
-3.2121	0.4158	53.3177 
0.2712	-2.3403	55.1385 
1.5102	2.0976	55.4037 
-1.1866	2.2634	58.2684 
1.3002	2.2486	59.0126 
-2.4497	1.7590	60.9462 
-2.5386	1.7794	63.8854 
-3.2039	-1.1864	65.4000 
-2.5569	1.8645	67.4512 
2.5445	1.9005	68.4944 
-3.5243	0.8306	69.0023 
3.7236	0.0598	69.3600 
-3.0387	1.5492	70.1658 
3.2644	-1.3018	70.2288 
-3.6912	-0.7250	73.3811 
-2.0120	-2.5220	83.8434 
0.2840	-2.8986	84.4250 
-1.5235	-2.6997	84.4891 
3.5248	1.5598	86.4511 
-3.7992	-1.3434	90.2174 
-4.3344	0.1332	94.1122 
1.8160	-2.9250	102.0445 
3.2708	2.2381	103.5844 
-1.2607	3.1245	105.5745 
3.7308	1.9669	108.2797 
2.4113	2.8462	110.0817 
-3.8653	-1.8985	110.7455 
-3.8873	-1.9677	114.2744 
4.6753	1.2092	123.9119 
1.9628	-3.2593	125.4936 


-0.8884	0.0236	3.9522 
0.4967	-0.5381	4.1287 
0.9975	0.1625	5.2392 
-1.3757	0.3369	10.5981 
0.1562	-1.1270	12.8222 
0.9117	0.9810	13.7792 
1.6830	0.1127	14.2888 
-1.6809	-0.2204	14.6124 
-1.7358	-0.0406	15.0809 
0.1645	1.2819	16.5678 
1.3311	-1.2384	24.1955 
0.0329	-1.6334	26.6844 
2.0305	-0.7823	26.7341 
-0.4957	-1.6182	27.4135 
0.2817	-1.6978	29.2230 
-2.4623	-0.1544	30.5519 
-2.5337	0.3963	33.6691 
-0.8019	-1.7783	34.8374 
0.8387	-1.8116	36.3360 
-2.2877	1.1485	39.3568 
-1.7285	-1.6127	40.9460 
-0.1775	-2.1200	45.1016 
-3.1198	-0.1931	49.0383 
-0.9269	2.1488	50.4706 
-3.2121	0.4158	53.3177 
1.0369	2.2232	54.8020 
0.2712	-2.3403	55.1385 
1.5102	2.0976	55.4037 
-1.1866	2.2634	58.2684 
1.3002	2.2486	59.0126 
-2.4497	1.7590	60.9462 
-2.5386	1.7794	63.8854 
-3.2039	-1.1864	65.4000 
-2.5569	1.8645	67.4512 
2.5445	1.9005	68.4944 
-3.5243	0.8306	69.0023 
