-4.0366 	 -0.0599 
-3.4894 	 -0.0526 
-3.2826 	 -0.0258 
-6.9404 	 -0.0201 
-7.3808 	 -0.0149 
-4.6004 	 -0.0105 
-16.3943 	 -0.0036 
-16.6166 	 -0.0035 
-13.7804 	 -0.0034 
-16.6867 	 -0.0033 
-19.5786 	 -0.0026 
-19.7277 	 -0.0025 
-17.0338 	 -0.0016 
-19.1180 	 -0.0014 
-12.6313 	 -0.0008 
-17.4537 	 0.0011 
-18.3000 	 0.0027 
-17.8606 	 0.0029 
-12.1372 	 0.0051 
-8.8678 	 0.0114 


-16.7502 	 -0.0031 
-16.8043 	 -0.0029 
-19.6204 	 -0.0026 
-19.5786 	 -0.0026 
-19.5281 	 -0.0026 
-19.7277 	 -0.0025 
-16.0307 	 -0.0023 
-17.0338 	 -0.0016 
-3.1490 	 -0.0015 
-19.1180 	 -0.0014 
-12.6313 	 -0.0008 
-17.4186 	 0.0009 
-17.4537 	 0.0011 
-12.4616 	 0.0013 
-11.1284 	 0.0021 
-18.3000 	 0.0027 
-18.2696 	 0.0027 
-17.8606 	 0.0029 
-12.1372 	 0.0051 
-8.8678 	 0.0114 


-17.0338 	 -0.0016 
-3.1490 	 -0.0015 
-19.1180 	 -0.0014 
-12.6313 	 -0.0008 
-18.8050 	 0.0003 
-17.3180 	 0.0003 
-18.7993 	 0.0003 
-17.4186 	 0.0009 
-17.4207 	 0.0009 
-17.4459 	 0.0011 
-17.4516 	 0.0011 
-17.4537 	 0.0011 
-12.4616 	 0.0013 
-11.1284 	 0.0021 
-18.3000 	 0.0027 
-18.2696 	 0.0027 
-17.8606 	 0.0029 
-12.1372 	 0.0051 
-11.9319 	 0.0067 
-8.8678 	 0.0114 


-18.7993 	 0.0003 
-17.4186 	 0.0009 
-17.4207 	 0.0009 
-17.4212 	 0.0009 
-17.4459 	 0.0011 
-17.4516 	 0.0011 
-17.4537 	 0.0011 
-12.4616 	 0.0013 
-11.1284 	 0.0021 
-11.1289 	 0.0021 
-18.3000 	 0.0027 
-18.2696 	 0.0027 
-17.8606 	 0.0029 
-12.1372 	 0.0051 
-11.9376 	 0.0067 
-11.9319 	 0.0067 
-11.9319 	 0.0067 
-8.9957 	 0.0094 
-8.9250 	 0.0106 
-8.8678 	 0.0114 


-12.4616 	 0.0013 
-11.1222 	 0.0020 
-11.1284 	 0.0021 
-11.1289 	 0.0021 
-11.1289 	 0.0021 
-11.1289 	 0.0021 
-18.3000 	 0.0027 
-18.2696 	 0.0027 
-17.8606 	 0.0029 
-12.1372 	 0.0051 
-11.9376 	 0.0067 
-11.9319 	 0.0067 
-11.9319 	 0.0067 
-11.9319 	 0.0067 
-11.9319 	 0.0067 
-11.9319 	 0.0067 
-11.9299 	 0.0067 
-8.9957 	 0.0094 
-8.9250 	 0.0106 
-8.8678 	 0.0114 


-11.1289 	 0.0021 
-11.1289 	 0.0021 
-11.1289 	 0.0021 
-18.3000 	 0.0027 
-18.2696 	 0.0027 
-17.8606 	 0.0029 
-14.5551 	 0.0035 
-14.6773 	 0.0041 
-12.1372 	 0.0051 
-11.9376 	 0.0067 
-11.9319 	 0.0067 
-11.9319 	 0.0067 
